Entity,Code,Year,Urban (%),GDP per capita (int.-$) ($),Population
Latvia,LVA,1828,,,637367
Latvia,LVA,1829,,,642729
Latvia,LVA,1830,,,648400
Latvia,LVA,1831,,,654382
Latvia,LVA,1832,,,660420
Latvia,LVA,1833,,,666513
Latvia,LVA,1834,,,672663
Latvia,LVA,1835,,,678869
Latvia,LVA,1836,,,685133
Latvia,LVA,1837,,,691454
Latvia,LVA,1838,,,697834
Latvia,LVA,1839,,,704273
Latvia,LVA,1840,,,710771
Latvia,LVA,1841,,,717329
Latvia,LVA,1842,,,723947
Latvia,LVA,1843,,,730627
Latvia,LVA,1844,,,737368
Latvia,LVA,1845,,,744171
Latvia,LVA,1846,,,751037
Latvia,LVA,1847,,,757967
Latvia,LVA,1848,,,764960
Latvia,LVA,1849,,,772018
Latvia,LVA,1850,,,779141
Latvia,LVA,1851,,,786218
Latvia,LVA,1852,,,793359
Latvia,LVA,1853,,,800565
Latvia,LVA,1854,,,807836
Latvia,LVA,1855,,,815174
Latvia,LVA,1856,,,822578
Latvia,LVA,1857,,,830049
Latvia,LVA,1858,,,837588
Latvia,LVA,1859,,,845196
Latvia,LVA,1860,,,852872
Latvia,LVA,1861,,,860619
Latvia,LVA,1862,,,868435
Latvia,LVA,1863,,,876323
Latvia,LVA,1864,,,884282
Latvia,LVA,1865,,,892314
Latvia,LVA,1866,,,900418
Latvia,LVA,1867,,,908596
Latvia,LVA,1868,,,916849
Latvia,LVA,1869,,,925176
Latvia,LVA,1870,,,933579
Latvia,LVA,1871,,,942058
Latvia,LVA,1872,,,950614
Latvia,LVA,1873,,,958979
Latvia,LVA,1874,,,967689
Latvia,LVA,1875,,,976477
Latvia,LVA,1876,,,985346
Latvia,LVA,1877,,,994044
Latvia,LVA,1878,,,1003072
Latvia,LVA,1879,,,1012182
Latvia,LVA,1880,,,1021375
Latvia,LVA,1881,,,1030420
Latvia,LVA,1882,,,1039778
Latvia,LVA,1883,,,1049222
Latvia,LVA,1884,,,1058543
Latvia,LVA,1885,,,1068157
Latvia,LVA,1886,,,1077858
Latvia,LVA,1887,,,1087464
Latvia,LVA,1888,,,1097340
Latvia,LVA,1889,,,1107306
Latvia,LVA,1890,,,1117363
Latvia,LVA,1891,,,1127511
Latvia,LVA,1892,,,1137751
Latvia,LVA,1893,,,1148084
Latvia,LVA,1894,,,1158511
Latvia,LVA,1895,,,1169032
Latvia,LVA,1896,,,1179649
Latvia,LVA,1897,,,1190363
Latvia,LVA,1898,,,1201174
Latvia,LVA,1899,,,1212083
Latvia,LVA,1900,,,1223090
Latvia,LVA,1901,,,1234198
Latvia,LVA,1902,,,1245232
Latvia,LVA,1903,,,1256541
Latvia,LVA,1904,,,1267953
Latvia,LVA,1905,,,1279468
Latvia,LVA,1906,,,1291088
Latvia,LVA,1907,,,1302557
Latvia,LVA,1908,,,1314386
Latvia,LVA,1909,,,1326323
Latvia,LVA,1910,,,1338368
Latvia,LVA,1911,,,1350447
Latvia,LVA,1912,,,1362711
Latvia,LVA,1913,,,1375086
Latvia,LVA,1914,,,1387574
Latvia,LVA,1915,,,1400176
Latvia,LVA,1916,,,1412891
Latvia,LVA,1917,,,1425722
Latvia,LVA,1918,,,1438946
Latvia,LVA,1919,,,1452222
Latvia,LVA,1920,,,1465621
Latvia,LVA,1921,,,1479144
Latvia,LVA,1922,,,1492792
Latvia,LVA,1923,,,1506565
Latvia,LVA,1924,,,1520465
Latvia,LVA,1925,,,1534494
Latvia,LVA,1926,,,1548652
Latvia,LVA,1927,,,1562941
Latvia,LVA,1928,,,1577361
Latvia,LVA,1929,,,1591915
Latvia,LVA,1930,,,1606603
Latvia,LVA,1931,,,1621426
Latvia,LVA,1932,,,1636386
Latvia,LVA,1933,,,1651485
Latvia,LVA,1934,,,1666722
Latvia,LVA,1935,,,1682100
Latvia,LVA,1936,,,1697620
Latvia,LVA,1937,,,1713283
Latvia,LVA,1938,,,1729091
Latvia,LVA,1939,,,1745045
Latvia,LVA,1940,,,1761146
Latvia,LVA,1941,,,1777395
Latvia,LVA,1942,,,1793794
Latvia,LVA,1943,,,1810345
Latvia,LVA,1944,,,1827048
Latvia,LVA,1945,,,1843905
Latvia,LVA,1946,,,1860918
Latvia,LVA,1947,,,1878088
Latvia,LVA,1948,,,1895416
Latvia,LVA,1949,,,1912904
Latvia,LVA,1950,46.425,,1927000
Latvia,LVA,1951,47.041,,1934000
Latvia,LVA,1952,47.658,,1946000
Latvia,LVA,1953,48.274,,1962000
Latvia,LVA,1954,48.892,,1980000
Latvia,LVA,1955,49.51,,2002000
Latvia,LVA,1956,50.129,,2025000
Latvia,LVA,1957,50.747,,2049000
Latvia,LVA,1958,51.365,,2075000
Latvia,LVA,1959,52.066,,2102000
Latvia,LVA,1960,52.867,,2130000
Latvia,LVA,1961,53.663,,2158000
Latvia,LVA,1962,54.459,,2186000
Latvia,LVA,1963,55.253,,2214000
Latvia,LVA,1964,56.045,,2241000
Latvia,LVA,1965,56.832,,2267000
Latvia,LVA,1966,57.617,,2291000
Latvia,LVA,1967,58.398,,2315000
Latvia,LVA,1968,59.175,,2336000
Latvia,LVA,1969,59.946,,2357000
Latvia,LVA,1970,60.713,,2378000
Latvia,LVA,1971,61.433,,2398000
Latvia,LVA,1972,62.122,,2418000
Latvia,LVA,1973,62.805,10894,2437000
Latvia,LVA,1974,63.484,,2454000
Latvia,LVA,1975,64.157,,2469000
Latvia,LVA,1976,64.826,,2482000
Latvia,LVA,1977,65.487,,2493000
Latvia,LVA,1978,66.143,,2503000
Latvia,LVA,1979,66.686,,2512000
Latvia,LVA,1980,67.095,11968,2521000
Latvia,LVA,1981,67.44,12169,2531000
Latvia,LVA,1982,67.722,12360,2540000
Latvia,LVA,1983,68.003,12523,2551000
Latvia,LVA,1984,68.283,12790,2564000
Latvia,LVA,1985,68.56,12433,2581000
Latvia,LVA,1986,68.782,12664,2602000
Latvia,LVA,1987,68.947,12509,2627000
Latvia,LVA,1988,69.112,12958,2650000
Latvia,LVA,1989,69.2,13643,2664000
Latvia,LVA,1990,69.25,13769,2664000
Latvia,LVA,1991,69.201,11735,2649000
Latvia,LVA,1992,68.852,8789,2620000
Latvia,LVA,1993,68.799,7978,2583000
Latvia,LVA,1994,68.901,8098,2544000
Latvia,LVA,1995,68.75,7926,2508000
Latvia,LVA,1996,68.65,8082,2479000
Latvia,LVA,1997,68.6,8739,2453000
Latvia,LVA,1998,68.451,9607,2431000
Latvia,LVA,1999,68.22,10162,2408000
Latvia,LVA,2000,68.067,10654,2384000
Latvia,LVA,2001,67.95,11407,2359000
Latvia,LVA,2002,67.85,12325,2333000
Latvia,LVA,2003,67.8,12818,2306000
Latvia,LVA,2004,67.9,13412,2279000
Latvia,LVA,2005,68.0,14485,2252000
Latvia,LVA,2006,67.967,16244,2225000
Latvia,LVA,2007,67.9,17941,2198000
Latvia,LVA,2008,67.834,18225,2171000
Latvia,LVA,2009,67.814,16439,2145000
Latvia,LVA,2010,67.841,16847,2119000
Latvia,LVA,2011,67.869,18428,2094000
Latvia,LVA,2012,67.897,19812,2069000
Lebanon,LBN,1800,,,332000
Lebanon,LBN,1801,,,332000
Lebanon,LBN,1802,,,332000
Lebanon,LBN,1803,,,332000
Lebanon,LBN,1804,,,332000
Lebanon,LBN,1805,,,332000
Lebanon,LBN,1806,,,332000
Lebanon,LBN,1807,,,332000
Lebanon,LBN,1808,,,332000
Lebanon,LBN,1809,,,332000
Lebanon,LBN,1810,,,332000
Lebanon,LBN,1811,,,332114
Lebanon,LBN,1812,,,332344
Lebanon,LBN,1813,,,332689
Lebanon,LBN,1814,,,333152
Lebanon,LBN,1815,,,333732
Lebanon,LBN,1816,,,334430
Lebanon,LBN,1817,,,335248
Lebanon,LBN,1818,,,336186
Lebanon,LBN,1819,,,337245
Lebanon,LBN,1820,,1039,338427
Lebanon,LBN,1821,,,339731
Lebanon,LBN,1822,,,341158
Lebanon,LBN,1823,,,342711
Lebanon,LBN,1824,,,344389
Lebanon,LBN,1825,,,346194
Lebanon,LBN,1826,,,348126
Lebanon,LBN,1827,,,350186
Lebanon,LBN,1828,,,352375
Lebanon,LBN,1829,,,354695
Lebanon,LBN,1830,,,357145
Lebanon,LBN,1831,,,359728
Lebanon,LBN,1832,,,362330
Lebanon,LBN,1833,,,364950
Lebanon,LBN,1834,,,367589
Lebanon,LBN,1835,,,370247
Lebanon,LBN,1836,,,372925
Lebanon,LBN,1837,,,375622
Lebanon,LBN,1838,,,378338
Lebanon,LBN,1839,,,381074
Lebanon,LBN,1840,,,383830
Lebanon,LBN,1841,,,386606
Lebanon,LBN,1842,,,389402
Lebanon,LBN,1843,,,392218
Lebanon,LBN,1844,,,395054
Lebanon,LBN,1845,,,397911
Lebanon,LBN,1846,,,400788
Lebanon,LBN,1847,,,403687
Lebanon,LBN,1848,,,406606
Lebanon,LBN,1849,,,409547
Lebanon,LBN,1850,,,412508
Lebanon,LBN,1851,,,415033
Lebanon,LBN,1852,,,417573
Lebanon,LBN,1853,,,420127
Lebanon,LBN,1854,,,422697
Lebanon,LBN,1855,,,425282
Lebanon,LBN,1856,,,427883
Lebanon,LBN,1857,,,430498
Lebanon,LBN,1858,,,433129
Lebanon,LBN,1859,,,435776
Lebanon,LBN,1860,,,438438
Lebanon,LBN,1861,,,441116
Lebanon,LBN,1862,,,443810
Lebanon,LBN,1863,,,446520
Lebanon,LBN,1864,,,449246
Lebanon,LBN,1865,,,451988
Lebanon,LBN,1866,,,454747
Lebanon,LBN,1867,,,457522
Lebanon,LBN,1868,,,460313
Lebanon,LBN,1869,,,463121
Lebanon,LBN,1870,,1452,465945
Lebanon,LBN,1871,,,468786
Lebanon,LBN,1872,,,471644
Lebanon,LBN,1873,,,474436
Lebanon,LBN,1874,,,477328
Lebanon,LBN,1875,,,480236
Lebanon,LBN,1876,,,483162
Lebanon,LBN,1877,,,486029
Lebanon,LBN,1878,,,488989
Lebanon,LBN,1879,,,491966
Lebanon,LBN,1880,,,494961
Lebanon,LBN,1881,,,497905
Lebanon,LBN,1882,,,500934
Lebanon,LBN,1883,,,503982
Lebanon,LBN,1884,,,506986
Lebanon,LBN,1885,,,510069
Lebanon,LBN,1886,,,513170
Lebanon,LBN,1887,,,516236
Lebanon,LBN,1888,,,519373
Lebanon,LBN,1889,,,522529
Lebanon,LBN,1890,,,525703
Lebanon,LBN,1891,,,528895
Lebanon,LBN,1892,,,532107
Lebanon,LBN,1893,,,535337
Lebanon,LBN,1894,,,538586
Lebanon,LBN,1895,,,541854
Lebanon,LBN,1896,,,545141
Lebanon,LBN,1897,,,548447
Lebanon,LBN,1898,,,551773
Lebanon,LBN,1899,,,555118
Lebanon,LBN,1900,,,558482
Lebanon,LBN,1901,,,561866
Lebanon,LBN,1902,,,565221
Lebanon,LBN,1903,,,568645
Lebanon,LBN,1904,,,572088
Lebanon,LBN,1905,,,575552
Lebanon,LBN,1906,,,579035
Lebanon,LBN,1907,,,582468
Lebanon,LBN,1908,,,585992
Lebanon,LBN,1909,,,589537
Lebanon,LBN,1910,,,593102
Lebanon,LBN,1911,,,596667
Lebanon,LBN,1912,,,600273
Lebanon,LBN,1913,,2216,606838
Lebanon,LBN,1914,,,616435
Lebanon,LBN,1915,,,629143
Lebanon,LBN,1916,,,642111
Lebanon,LBN,1917,,,655346
Lebanon,LBN,1918,,,669917
Lebanon,LBN,1919,,,684539
Lebanon,LBN,1920,,,699481
Lebanon,LBN,1921,,,714749
Lebanon,LBN,1922,,,730350
Lebanon,LBN,1923,,,746291
Lebanon,LBN,1924,,,762581
Lebanon,LBN,1925,,,779226
Lebanon,LBN,1926,,,796235
Lebanon,LBN,1927,,,813614
Lebanon,LBN,1928,,,831374
Lebanon,LBN,1929,,,849520
Lebanon,LBN,1930,,,868063
Lebanon,LBN,1931,,,887011
Lebanon,LBN,1932,,,906372
Lebanon,LBN,1933,,,926156
Lebanon,LBN,1934,,,946371
Lebanon,LBN,1935,,,967028
Lebanon,LBN,1936,,,988136
Lebanon,LBN,1937,,,1009704
Lebanon,LBN,1938,,,1031743
Lebanon,LBN,1939,,,1054264
Lebanon,LBN,1940,,,1077276
Lebanon,LBN,1941,,,1100790
Lebanon,LBN,1942,,,1124817
Lebanon,LBN,1943,,,1149369
Lebanon,LBN,1944,,,1174457
Lebanon,LBN,1945,,,1200092
Lebanon,LBN,1946,,,1226287
Lebanon,LBN,1947,,,1253054
Lebanon,LBN,1948,,,1280404
Lebanon,LBN,1949,,,1308352
Lebanon,LBN,1950,32.0,5621,1335000
Lebanon,LBN,1951,32.839,7546,1358000
Lebanon,LBN,1952,33.691,7875,1393000
Lebanon,LBN,1953,34.551,8903,1435000
Lebanon,LBN,1954,35.422,10034,1482000
Lebanon,LBN,1955,36.303,10644,1532000
Lebanon,LBN,1956,37.195,10206,1584000
Lebanon,LBN,1957,38.093,10195,1637000
Lebanon,LBN,1958,39.0,8587,1691000
Lebanon,LBN,1959,40.659,9143,1747000
Lebanon,LBN,1960,42.343,9210,1805000
Lebanon,LBN,1961,44.039,9633,1865000
Lebanon,LBN,1962,45.752,9814,1925000
Lebanon,LBN,1963,47.475,9704,1985000
Lebanon,LBN,1964,49.207,10084,2041000
Lebanon,LBN,1965,50.935,10855,2092000
Lebanon,LBN,1966,52.664,11341,2137000
Lebanon,LBN,1967,54.386,10565,2175000
Lebanon,LBN,1968,56.101,11632,2211000
Lebanon,LBN,1969,57.796,11634,2250000
Lebanon,LBN,1970,59.475,12172,2297000
Lebanon,LBN,1971,61.06,13043,2354000
Lebanon,LBN,1972,62.58,14358,2418000
Lebanon,LBN,1973,64.072,14763,2482000
Lebanon,LBN,1974,65.54,14850,2537000
Lebanon,LBN,1975,66.978,10247,2576000
Lebanon,LBN,1976,68.387,4391,2596000
Lebanon,LBN,1977,69.759,8002,2602000
Lebanon,LBN,1978,71.099,7697,2597000
Lebanon,LBN,1979,72.403,8338,2591000
Lebanon,LBN,1980,73.672,8531,2589000
Lebanon,LBN,1981,74.899,8483,2594000
Lebanon,LBN,1982,76.089,5303,2606000
Lebanon,LBN,1983,77.24,6435,2622000
Lebanon,LBN,1984,78.353,9195,2638000
Lebanon,LBN,1985,79.422,11305,2652000
Lebanon,LBN,1986,80.454,10430,2661000
Lebanon,LBN,1987,81.446,12060,2668000
Lebanon,LBN,1988,82.4,8585,2685000
Lebanon,LBN,1989,82.763,4904,2726000
Lebanon,LBN,1990,83.12,6126,2803000
Lebanon,LBN,1991,83.472,8360,2922000
Lebanon,LBN,1992,83.818,8687,3076000
Lebanon,LBN,1993,84.157,9256,3246000
Lebanon,LBN,1994,84.491,9960,3403000
Lebanon,LBN,1995,84.82,10580,3528000
Lebanon,LBN,1996,85.142,11097,3611000
Lebanon,LBN,1997,85.459,10824,3658000
Lebanon,LBN,1998,85.77,11198,3694000
Lebanon,LBN,1999,85.885,11138,3748000
Lebanon,LBN,2000,86.0,11232,3843000
Lebanon,LBN,2001,86.118,11567,3991000
Lebanon,LBN,2002,86.24,11848,4182000
Lebanon,LBN,2003,86.366,12122,4388000
Lebanon,LBN,2004,86.494,12911,4569000
Lebanon,LBN,2005,86.627,13149,4699000
Lebanon,LBN,2006,86.762,12358,4760000
Lebanon,LBN,2007,86.901,13296,4767000
Lebanon,LBN,2008,87.042,14456,4765000
Lebanon,LBN,2009,87.187,16230,4813000
Lebanon,LBN,2010,87.334,16988,4953000
Lebanon,LBN,2011,87.484,16230,5202000
Lebanon,LBN,2012,87.636,15903,5538000
Lesotho,LSO,1800,,,276361
Lesotho,LSO,1801,,,276361
Lesotho,LSO,1802,,,276361
Lesotho,LSO,1803,,,276361
Lesotho,LSO,1804,,,276361
Lesotho,LSO,1805,,,276361
Lesotho,LSO,1806,,,276361
Lesotho,LSO,1807,,,276361
Lesotho,LSO,1808,,,276361
Lesotho,LSO,1809,,,276361
Lesotho,LSO,1810,,,276361
Lesotho,LSO,1811,,,276460
Lesotho,LSO,1812,,,276659
Lesotho,LSO,1813,,,276959
Lesotho,LSO,1814,,,277361
Lesotho,LSO,1815,,,277865
Lesotho,LSO,1816,,,278472
Lesotho,LSO,1817,,,279182
Lesotho,LSO,1818,,,279997
Lesotho,LSO,1819,,,280918
Lesotho,LSO,1820,,,281945
Lesotho,LSO,1821,,,283079
Lesotho,LSO,1822,,,284320
Lesotho,LSO,1823,,,285671
Lesotho,LSO,1824,,,287130
Lesotho,LSO,1825,,,288700
Lesotho,LSO,1826,,,290381
Lesotho,LSO,1827,,,292174
Lesotho,LSO,1828,,,294080
Lesotho,LSO,1829,,,296099
Lesotho,LSO,1830,,,298233
Lesotho,LSO,1831,,,300482
Lesotho,LSO,1832,,,302748
Lesotho,LSO,1833,,,305031
Lesotho,LSO,1834,,,307332
Lesotho,LSO,1835,,,309650
Lesotho,LSO,1836,,,311985
Lesotho,LSO,1837,,,314338
Lesotho,LSO,1838,,,316708
Lesotho,LSO,1839,,,319097
Lesotho,LSO,1840,,,321503
Lesotho,LSO,1841,,,323928
Lesotho,LSO,1842,,,326371
Lesotho,LSO,1843,,,328832
Lesotho,LSO,1844,,,331312
Lesotho,LSO,1845,,,333811
Lesotho,LSO,1846,,,336328
Lesotho,LSO,1847,,,338864
Lesotho,LSO,1848,,,341420
Lesotho,LSO,1849,,,343995
Lesotho,LSO,1850,,,346589
Lesotho,LSO,1851,,,349191
Lesotho,LSO,1852,,,351813
Lesotho,LSO,1853,,,354454
Lesotho,LSO,1854,,,357116
Lesotho,LSO,1855,,,359797
Lesotho,LSO,1856,,,362498
Lesotho,LSO,1857,,,365220
Lesotho,LSO,1858,,,367962
Lesotho,LSO,1859,,,370725
Lesotho,LSO,1860,,,373508
Lesotho,LSO,1861,,,376312
Lesotho,LSO,1862,,,379138
Lesotho,LSO,1863,,,381984
Lesotho,LSO,1864,,,384852
Lesotho,LSO,1865,,,387742
Lesotho,LSO,1866,,,390653
Lesotho,LSO,1867,,,393586
Lesotho,LSO,1868,,,396541
Lesotho,LSO,1869,,,399518
Lesotho,LSO,1870,,,402518
Lesotho,LSO,1871,,,405540
Lesotho,LSO,1872,,,408584
Lesotho,LSO,1873,,,411575
Lesotho,LSO,1874,,,414665
Lesotho,LSO,1875,,,417778
Lesotho,LSO,1876,,,420915
Lesotho,LSO,1877,,,424003
Lesotho,LSO,1878,,,427186
Lesotho,LSO,1879,,,430394
Lesotho,LSO,1880,,,433625
Lesotho,LSO,1881,,,436815
Lesotho,LSO,1882,,,440095
Lesotho,LSO,1883,,,443399
Lesotho,LSO,1884,,,446669
Lesotho,LSO,1885,,,450023
Lesotho,LSO,1886,,,453401
Lesotho,LSO,1887,,,456754
Lesotho,LSO,1888,,,460183
Lesotho,LSO,1889,,,463638
Lesotho,LSO,1890,,,467119
Lesotho,LSO,1891,,,470626
Lesotho,LSO,1892,,,474160
Lesotho,LSO,1893,,,477720
Lesotho,LSO,1894,,,481306
Lesotho,LSO,1895,,,484920
Lesotho,LSO,1896,,,488561
Lesotho,LSO,1897,,,492229
Lesotho,LSO,1898,,,495924
Lesotho,LSO,1899,,,499648
Lesotho,LSO,1900,,,503399
Lesotho,LSO,1901,,,507179
Lesotho,LSO,1902,,,510938
Lesotho,LSO,1903,,,514775
Lesotho,LSO,1904,,,518639
Lesotho,LSO,1905,,,522533
Lesotho,LSO,1906,,,526456
Lesotho,LSO,1907,,,530339
Lesotho,LSO,1908,,,534321
Lesotho,LSO,1909,,,538333
Lesotho,LSO,1910,,,542374
Lesotho,LSO,1911,,,546426
Lesotho,LSO,1912,,,550528
Lesotho,LSO,1913,,,554662
Lesotho,LSO,1914,,,558826
Lesotho,LSO,1915,,,563022
Lesotho,LSO,1916,,,567249
Lesotho,LSO,1917,,,571508
Lesotho,LSO,1918,,,575824
Lesotho,LSO,1919,,,580167
Lesotho,LSO,1920,,,584542
Lesotho,LSO,1921,,,588950
Lesotho,LSO,1922,,,593392
Lesotho,LSO,1923,,,597867
Lesotho,LSO,1924,,,602376
Lesotho,LSO,1925,,,606919
Lesotho,LSO,1926,,,611496
Lesotho,LSO,1927,,,616108
Lesotho,LSO,1928,,,620754
Lesotho,LSO,1929,,,625435
Lesotho,LSO,1930,,,630152
Lesotho,LSO,1931,,,634904
Lesotho,LSO,1932,,,639693
Lesotho,LSO,1933,,,644517
Lesotho,LSO,1934,,,649378
Lesotho,LSO,1935,,,654275
Lesotho,LSO,1936,,,659209
Lesotho,LSO,1937,,,664181
Lesotho,LSO,1938,,,669189
Lesotho,LSO,1939,,,674236
Lesotho,LSO,1940,,,679321
Lesotho,LSO,1941,,,684444
Lesotho,LSO,1942,,,689606
Lesotho,LSO,1943,,,694807
Lesotho,LSO,1944,,,700046
Lesotho,LSO,1945,,,705326
Lesotho,LSO,1946,,,710645
Lesotho,LSO,1947,,,716004
Lesotho,LSO,1948,,,721404
Lesotho,LSO,1949,,,726845
Lesotho,LSO,1950,1.75,398,705000
Lesotho,LSO,1951,1.806,415,717000
Lesotho,LSO,1952,1.864,421,729000
Lesotho,LSO,1953,1.924,431,741000
Lesotho,LSO,1954,1.986,447,754000
Lesotho,LSO,1955,2.049,454,767000
Lesotho,LSO,1956,2.16,463,780000
Lesotho,LSO,1957,2.44,473,794000
Lesotho,LSO,1958,2.756,482,808000
Lesotho,LSO,1959,3.111,487,822000
Lesotho,LSO,1960,3.512,514,837000
Lesotho,LSO,1961,3.96,499,853000
Lesotho,LSO,1962,4.464,593,869000
Lesotho,LSO,1963,5.029,662,886000
Lesotho,LSO,1964,5.661,706,904000
Lesotho,LSO,1965,6.366,693,922000
Lesotho,LSO,1966,7.065,756,942000
Lesotho,LSO,1967,7.425,782,962000
Lesotho,LSO,1968,7.802,785,984000
Lesotho,LSO,1969,8.196,778,1006000
Lesotho,LSO,1970,8.608,799,1029000
Lesotho,LSO,1971,9.039,736,1053000
Lesotho,LSO,1972,9.474,880,1077000
Lesotho,LSO,1973,9.905,1039,1103000
Lesotho,LSO,1974,10.355,1022,1131000
Lesotho,LSO,1975,10.822,987,1161000
Lesotho,LSO,1976,11.213,1145,1194000
Lesotho,LSO,1977,11.272,1230,1229000
Lesotho,LSO,1978,11.331,1385,1265000
Lesotho,LSO,1979,11.39,1235,1303000
Lesotho,LSO,1980,11.45,1119,1340000
Lesotho,LSO,1981,11.51,1130,1378000
Lesotho,LSO,1982,11.57,1178,1415000
Lesotho,LSO,1983,11.63,1172,1453000
Lesotho,LSO,1984,11.691,1130,1490000
Lesotho,LSO,1985,11.752,1212,1526000
Lesotho,LSO,1986,11.905,1303,1562000
Lesotho,LSO,1987,12.394,1313,1596000
Lesotho,LSO,1988,12.901,1505,1631000
Lesotho,LSO,1989,13.425,1573,1667000
Lesotho,LSO,1990,13.967,1668,1704000
Lesotho,LSO,1991,14.527,1768,1743000
Lesotho,LSO,1992,15.106,1628,1782000
Lesotho,LSO,1993,15.703,1779,1822000
Lesotho,LSO,1994,16.319,1845,1861000
Lesotho,LSO,1995,16.955,1974,1899000
Lesotho,LSO,1996,17.571,2035,1934000
Lesotho,LSO,1997,18.049,2041,1968000
Lesotho,LSO,1998,18.538,2108,1998000
Lesotho,LSO,1999,19.038,2107,2020000
Lesotho,LSO,2000,19.548,2074,2033000
Lesotho,LSO,2001,20.067,2217,2036000
Lesotho,LSO,2002,20.597,2268,2030000
Lesotho,LSO,2003,21.137,2298,2018000
Lesotho,LSO,2004,21.689,2284,2006000
Lesotho,LSO,2005,22.249,2323,1996000
Lesotho,LSO,2006,22.82,2435,1990000
Lesotho,LSO,2007,23.304,2393,1987000
Lesotho,LSO,2008,23.796,2527,1987000
Lesotho,LSO,2009,24.293,2515,1990000
Lesotho,LSO,2010,24.798,2304,1996000
Lesotho,LSO,2011,25.31,2346,2004000
Lesotho,LSO,2012,25.704,2588,2015000
Liberia,LBR,1800,,,313543
Liberia,LBR,1801,,,313543
Liberia,LBR,1802,,,313543
Liberia,LBR,1803,,,313543
Liberia,LBR,1804,,,313543
Liberia,LBR,1805,,,313543
Liberia,LBR,1806,,,313543
Liberia,LBR,1807,,,313543
Liberia,LBR,1808,,,313543
Liberia,LBR,1809,,,313543
Liberia,LBR,1810,,,313543
Liberia,LBR,1811,,,313666
Liberia,LBR,1812,,,313913
Liberia,LBR,1813,,,314285
Liberia,LBR,1814,,,314783
Liberia,LBR,1815,,,315409
Liberia,LBR,1816,,,316162
Liberia,LBR,1817,,,317045
Liberia,LBR,1818,,,318058
Liberia,LBR,1819,,,319202
Liberia,LBR,1820,,,320479
Liberia,LBR,1821,,,321890
Liberia,LBR,1822,,,323435
Liberia,LBR,1823,,,325116
Liberia,LBR,1824,,,326933
Liberia,LBR,1825,,,328889
Liberia,LBR,1826,,,330984
Liberia,LBR,1827,,,333219
Liberia,LBR,1828,,,335595
Liberia,LBR,1829,,,338114
Liberia,LBR,1830,,,340777
Liberia,LBR,1831,,,343585
Liberia,LBR,1832,,,346416
Liberia,LBR,1833,,,349271
Liberia,LBR,1834,,,352148
Liberia,LBR,1835,,,355050
Liberia,LBR,1836,,,357975
Liberia,LBR,1837,,,360925
Liberia,LBR,1838,,,363899
Liberia,LBR,1839,,,366897
Liberia,LBR,1840,,,369920
Liberia,LBR,1841,,,372968
Liberia,LBR,1842,,,376041
Liberia,LBR,1843,,,379140
Liberia,LBR,1844,,,382264
Liberia,LBR,1845,,,385414
Liberia,LBR,1846,,,388589
Liberia,LBR,1847,,,391791
Liberia,LBR,1848,,,395019
Liberia,LBR,1849,,,398274
Liberia,LBR,1850,,,401556
Liberia,LBR,1851,,,404975
Liberia,LBR,1852,,,408424
Liberia,LBR,1853,,,411902
Liberia,LBR,1854,,,415409
Liberia,LBR,1855,,,418947
Liberia,LBR,1856,,,422514
Liberia,LBR,1857,,,426112
Liberia,LBR,1858,,,429740
Liberia,LBR,1859,,,433400
Liberia,LBR,1860,,,437090
Liberia,LBR,1861,,,440812
Liberia,LBR,1862,,,444566
Liberia,LBR,1863,,,448351
Liberia,LBR,1864,,,452169
Liberia,LBR,1865,,,456019
Liberia,LBR,1866,,,459901
Liberia,LBR,1867,,,463817
Liberia,LBR,1868,,,467766
Liberia,LBR,1869,,,471749
Liberia,LBR,1870,,,475766
Liberia,LBR,1871,,,479817
Liberia,LBR,1872,,,483902
Liberia,LBR,1873,,,487912
Liberia,LBR,1874,,,492066
Liberia,LBR,1875,,,496256
Liberia,LBR,1876,,,500481
Liberia,LBR,1877,,,504640
Liberia,LBR,1878,,,508936
Liberia,LBR,1879,,,513269
Liberia,LBR,1880,,,517639
Liberia,LBR,1881,,,521952
Liberia,LBR,1882,,,526396
Liberia,LBR,1883,,,530877
Liberia,LBR,1884,,,535313
Liberia,LBR,1885,,,539870
Liberia,LBR,1886,,,544466
Liberia,LBR,1887,,,549027
Liberia,LBR,1888,,,553701
Liberia,LBR,1889,,,558414
Liberia,LBR,1890,,,563168
Liberia,LBR,1891,,,567962
Liberia,LBR,1892,,,572797
Liberia,LBR,1893,,,577673
Liberia,LBR,1894,,,582591
Liberia,LBR,1895,,,587550
Liberia,LBR,1896,,,592551
Liberia,LBR,1897,,,597595
Liberia,LBR,1898,,,602682
Liberia,LBR,1899,,,607812
Liberia,LBR,1900,,,612986
Liberia,LBR,1901,,,618204
Liberia,LBR,1902,,,623396
Liberia,LBR,1903,,,628702
Liberia,LBR,1904,,,634054
Liberia,LBR,1905,,,639450
Liberia,LBR,1906,,,644893
Liberia,LBR,1907,,,650280
Liberia,LBR,1908,,,655815
Liberia,LBR,1909,,,661397
Liberia,LBR,1910,,,667026
Liberia,LBR,1911,,,672673
Liberia,LBR,1912,,,678399
Liberia,LBR,1913,,,684173
Liberia,LBR,1914,,,689996
Liberia,LBR,1915,,,695868
Liberia,LBR,1916,,,701791
Liberia,LBR,1917,,,707763
Liberia,LBR,1918,,,713531
